email_id,sender_email,subject,has_link,has_attachment,urgency_score,spelling_errors,email_length_words,is_phishing,sender_email_clean,subject_clean,sender_domain,subject_word_count
368,darrellbradley@paypal-alert.com,Claim Your Reward Now,0,0,10,8,77,1,darrellbradley paypal alert com,claim your reward now,paypal-alert.com,4
369,schultzmichael@bankverify.net,Project Update,1,0,3,1,298,0,schultzmichael bankverify net,project update,bankverify.net,2
370,brittany38@paypal-alert.com,Suspicious Login Attempt,1,0,7,9,36,1,brittany38 paypal alert com,suspicious login attempt,paypal-alert.com,3
371,seanbell@outlook.com,Invoice Attached,0,0,3,2,243,0,seanbell outlook com,invoice attached,outlook.com,2
372,angela30@outlook.com,Bank Account Locked,1,0,8,5,58,1,angela30 outlook com,bank account locked,outlook.com,3
373,ashleydaniel@bankverify.net,Project Update,1,1,3,0,228,0,ashleydaniel bankverify net,project update,bankverify.net,2
374,jimenezraymond@company-secure.com,Interview Schedule,1,0,3,2,195,0,jimenezraymond company secure com,interview schedule,company-secure.com,2
375,sean21@paypal-alert.com,Meeting Reminder,0,0,2,2,204,0,sean21 paypal alert com,meeting reminder,paypal-alert.com,2
376,heather36@outlook.com,Meeting Reminder,1,1,3,1,194,0,heather36 outlook com,meeting reminder,outlook.com,2
377,mholder@company-secure.com,Weekly Newsletter,0,0,1,2,205,0,mholder company secure com,weekly newsletter,company-secure.com,2
378,bryantedward@paypal-alert.com,Interview Schedule,1,1,1,1,170,0,bryantedward paypal alert com,interview schedule,paypal-alert.com,2
379,parsonstheodore@outlook.com,Meeting Reminder,1,1,3,0,267,0,parsonstheodore outlook com,meeting reminder,outlook.com,2
380,collinbrooks@company-secure.com,Urgent Account Verification,1,1,10,4,81,1,collinbrooks company secure com,urgent account verification,company-secure.com,3
381,icooley@paypal-alert.com,Urgent Account Verification,1,1,10,7,116,1,icooley paypal alert com,urgent account verification,paypal-alert.com,3
382,jking@paypal-alert.com,Weekly Newsletter,1,0,1,0,138,0,jking paypal alert com,weekly newsletter,paypal-alert.com,2
383,wjohnston@bankverify.net,Bank Account Locked,1,1,8,8,61,1,wjohnston bankverify net,bank account locked,bankverify.net,3
384,torresdebbie@outlook.com,Suspicious Login Attempt,0,0,10,6,108,1,torresdebbie outlook com,suspicious login attempt,outlook.com,3
385,emercer@bankverify.net,Interview Schedule,0,0,2,2,189,0,emercer bankverify net,interview schedule,bankverify.net,2
386,pmichael@paypal-alert.com,Your Password Will Expire,1,0,8,10,89,1,pmichael paypal alert com,your password will expire,paypal-alert.com,4
387,zgraham@bankverify.net,Claim Your Reward Now,1,1,7,3,45,1,zgraham bankverify net,claim your reward now,bankverify.net,4
388,sanchezmatthew@outlook.com,Claim Your Reward Now,1,0,10,10,78,1,sanchezmatthew outlook com,claim your reward now,outlook.com,4
389,andreamontoya@gmail.com,Bank Account Locked,1,0,10,6,22,1,andreamontoya gmail com,bank account locked,gmail.com,3
390,ngraves@outlook.com,Interview Schedule,1,1,3,1,208,0,ngraves outlook com,interview schedule,outlook.com,2
391,logansheri@company-secure.com,Meeting Reminder,0,0,3,1,300,0,logansheri company secure com,meeting reminder,company-secure.com,2
392,ramosmark@gmail.com,Claim Your Reward Now,0,0,9,9,97,1,ramosmark gmail com,claim your reward now,gmail.com,4
393,wwells@outlook.com,Weekly Newsletter,1,0,4,2,290,0,wwells outlook com,weekly newsletter,outlook.com,2
394,xhenderson@outlook.com,Urgent Account Verification,1,0,8,9,76,1,xhenderson outlook com,urgent account verification,outlook.com,3
395,dianabrady@company-secure.com,Project Update,0,0,5,0,253,0,dianabrady company secure com,project update,company-secure.com,2
396,jennifer88@bankverify.net,Bank Account Locked,0,1,7,6,79,1,jennifer88 bankverify net,bank account locked,bankverify.net,3
397,joshua91@gmail.com,Meeting Reminder,0,1,3,1,83,0,joshua91 gmail com,meeting reminder,gmail.com,2
398,stacey71@bankverify.net,Your Password Will Expire,1,0,7,3,59,1,stacey71 bankverify net,your password will expire,bankverify.net,4
399,keith02@gmail.com,Project Update,0,1,3,0,277,0,keith02 gmail com,project update,gmail.com,2
400,patrick85@paypal-alert.com,Bank Account Locked,0,0,7,9,56,1,patrick85 paypal alert com,bank account locked,paypal-alert.com,3
401,melanie62@gmail.com,Invoice Attached,1,1,5,0,215,0,melanie62 gmail com,invoice attached,gmail.com,2
402,owheeler@outlook.com,Urgent Account Verification,1,1,9,9,55,1,owheeler outlook com,urgent account verification,outlook.com,3
403,pgarcia@paypal-alert.com,Interview Schedule,1,1,3,2,149,0,pgarcia paypal alert com,interview schedule,paypal-alert.com,2
404,ryanhughes@company-secure.com,Meeting Reminder,1,1,3,0,222,0,ryanhughes company secure com,meeting reminder,company-secure.com,2
405,eric87@bankverify.net,Urgent Account Verification,0,1,8,8,85,1,eric87 bankverify net,urgent account verification,bankverify.net,3
406,smurray@gmail.com,Invoice Attached,0,1,3,1,279,0,smurray gmail com,invoice attached,gmail.com,2
407,kkeith@outlook.com,Interview Schedule,0,1,2,2,242,0,kkeith outlook com,interview schedule,outlook.com,2
408,mcdonaldjoanne@paypal-alert.com,Meeting Reminder,0,1,5,1,110,0,mcdonaldjoanne paypal alert com,meeting reminder,paypal-alert.com,2
409,ymorrison@gmail.com,Weekly Newsletter,0,0,3,0,287,0,ymorrison gmail com,weekly newsletter,gmail.com,2
410,catherinemayo@gmail.com,Weekly Newsletter,0,0,3,0,289,0,catherinemayo gmail com,weekly newsletter,gmail.com,2
411,johnsuarez@gmail.com,Bank Account Locked,1,0,10,8,42,1,johnsuarez gmail com,bank account locked,gmail.com,3
412,rachel11@bankverify.net,Interview Schedule,0,0,1,1,101,0,rachel11 bankverify net,interview schedule,bankverify.net,2
413,henrymarie@company-secure.com,Invoice Attached,1,1,4,0,176,0,henrymarie company secure com,invoice attached,company-secure.com,2
414,larry61@company-secure.com,Meeting Reminder,1,1,1,1,211,0,larry61 company secure com,meeting reminder,company-secure.com,2
415,fisherjoseph@gmail.com,Weekly Newsletter,0,0,5,0,280,0,fisherjoseph gmail com,weekly newsletter,gmail.com,2
416,edunn@company-secure.com,Project Update,0,1,1,2,265,0,edunn company secure com,project update,company-secure.com,2
417,travisbrennan@outlook.com,Claim Your Reward Now,1,1,9,3,63,1,travisbrennan outlook com,claim your reward now,outlook.com,4
418,robertanderson@outlook.com,Weekly Newsletter,1,1,5,0,159,0,robertanderson outlook com,weekly newsletter,outlook.com,2
419,tiffanycurtis@bankverify.net,Interview Schedule,0,0,2,1,83,0,tiffanycurtis bankverify net,interview schedule,bankverify.net,2
420,wdecker@paypal-alert.com,Meeting Reminder,1,1,5,2,204,0,wdecker paypal alert com,meeting reminder,paypal-alert.com,2
421,hartmanrobert@gmail.com,Invoice Attached,1,0,1,0,114,0,hartmanrobert gmail com,invoice attached,gmail.com,2
422,levyalex@gmail.com,Interview Schedule,0,1,1,1,264,0,levyalex gmail com,interview schedule,gmail.com,2
423,patrick88@gmail.com,Your Password Will Expire,1,1,9,7,78,1,patrick88 gmail com,your password will expire,gmail.com,4
424,higginscarmen@bankverify.net,Your Password Will Expire,0,1,8,10,76,1,higginscarmen bankverify net,your password will expire,bankverify.net,4
425,jonesgeorge@bankverify.net,Weekly Newsletter,1,1,2,2,246,0,jonesgeorge bankverify net,weekly newsletter,bankverify.net,2
426,christinefields@outlook.com,Suspicious Login Attempt,0,0,10,8,111,1,christinefields outlook com,suspicious login attempt,outlook.com,3
427,juarezjennifer@bankverify.net,Suspicious Login Attempt,1,0,10,4,60,1,juarezjennifer bankverify net,suspicious login attempt,bankverify.net,3
428,thomashale@bankverify.net,Meeting Reminder,0,1,1,1,155,0,thomashale bankverify net,meeting reminder,bankverify.net,2
429,obaker@paypal-alert.com,Your Password Will Expire,1,0,7,7,71,1,obaker paypal alert com,your password will expire,paypal-alert.com,4
430,alisonconrad@company-secure.com,Claim Your Reward Now,1,0,9,3,119,1,alisonconrad company secure com,claim your reward now,company-secure.com,4
431,xwright@gmail.com,Claim Your Reward Now,1,1,8,6,55,1,xwright gmail com,claim your reward now,gmail.com,4
432,burnslee@bankverify.net,Bank Account Locked,1,1,8,10,111,1,burnslee bankverify net,bank account locked,bankverify.net,3
433,wdoyle@bankverify.net,Suspicious Login Attempt,1,1,8,3,39,1,wdoyle bankverify net,suspicious login attempt,bankverify.net,3
434,gregoryhooper@outlook.com,Project Update,1,1,5,1,249,0,gregoryhooper outlook com,project update,outlook.com,2
435,devinmcbride@gmail.com,Your Password Will Expire,0,1,9,9,91,1,devinmcbride gmail com,your password will expire,gmail.com,4
436,miguel91@company-secure.com,Meeting Reminder,0,1,4,2,136,0,miguel91 company secure com,meeting reminder,company-secure.com,2
437,ajacobs@paypal-alert.com,Bank Account Locked,0,1,10,4,35,1,ajacobs paypal alert com,bank account locked,paypal-alert.com,3
438,zwhite@bankverify.net,Invoice Attached,1,1,2,0,233,0,zwhite bankverify net,invoice attached,bankverify.net,2
439,jvaughn@paypal-alert.com,Project Update,1,1,1,2,145,0,jvaughn paypal alert com,project update,paypal-alert.com,2
440,kvelasquez@paypal-alert.com,Meeting Reminder,0,1,5,1,121,0,kvelasquez paypal alert com,meeting reminder,paypal-alert.com,2
441,jayholmes@bankverify.net,Weekly Newsletter,1,1,3,1,145,0,jayholmes bankverify net,weekly newsletter,bankverify.net,2
442,stephaniewebster@paypal-alert.com,Weekly Newsletter,0,0,3,1,157,0,stephaniewebster paypal alert com,weekly newsletter,paypal-alert.com,2
443,richarddaniel@company-secure.com,Suspicious Login Attempt,0,0,7,9,48,1,richarddaniel company secure com,suspicious login attempt,company-secure.com,3
444,yhendrix@outlook.com,Bank Account Locked,1,0,8,7,71,1,yhendrix outlook com,bank account locked,outlook.com,3
445,willieriley@gmail.com,Claim Your Reward Now,1,1,9,4,100,1,willieriley gmail com,claim your reward now,gmail.com,4
446,spencer81@paypal-alert.com,Claim Your Reward Now,1,1,8,4,106,1,spencer81 paypal alert com,claim your reward now,paypal-alert.com,4
447,carlfields@gmail.com,Urgent Account Verification,1,1,8,9,56,1,carlfields gmail com,urgent account verification,gmail.com,3
448,lisawiggins@bankverify.net,Interview Schedule,0,1,4,1,185,0,lisawiggins bankverify net,interview schedule,bankverify.net,2
449,amanda74@outlook.com,Suspicious Login Attempt,1,1,8,5,41,1,amanda74 outlook com,suspicious login attempt,outlook.com,3
450,dorothylove@paypal-alert.com,Meeting Reminder,1,1,3,1,92,0,dorothylove paypal alert com,meeting reminder,paypal-alert.com,2
451,kathrynreyes@bankverify.net,Interview Schedule,1,1,4,2,193,0,kathrynreyes bankverify net,interview schedule,bankverify.net,2
452,rmichael@outlook.com,Bank Account Locked,1,1,10,3,27,1,rmichael outlook com,bank account locked,outlook.com,3
453,alexa03@outlook.com,Claim Your Reward Now,1,0,10,3,113,1,alexa03 outlook com,claim your reward now,outlook.com,4
454,haley13@bankverify.net,Claim Your Reward Now,1,0,8,7,44,1,haley13 bankverify net,claim your reward now,bankverify.net,4
455,cole54@company-secure.com,Suspicious Login Attempt,1,1,7,10,75,1,cole54 company secure com,suspicious login attempt,company-secure.com,3
456,heidimendoza@gmail.com,Meeting Reminder,1,0,4,0,140,0,heidimendoza gmail com,meeting reminder,gmail.com,2
457,johnathan21@bankverify.net,Weekly Newsletter,0,1,3,1,293,0,johnathan21 bankverify net,weekly newsletter,bankverify.net,2
458,jacquelineelliott@outlook.com,Interview Schedule,0,1,5,1,102,0,jacquelineelliott outlook com,interview schedule,outlook.com,2
459,moconnor@paypal-alert.com,Invoice Attached,1,1,2,1,174,0,moconnor paypal alert com,invoice attached,paypal-alert.com,2
460,freemankaylee@company-secure.com,Invoice Attached,0,0,2,2,238,0,freemankaylee company secure com,invoice attached,company-secure.com,2
461,davissteven@paypal-alert.com,Urgent Account Verification,1,0,9,3,92,1,davissteven paypal alert com,urgent account verification,paypal-alert.com,3
462,elizabethwalker@paypal-alert.com,Meeting Reminder,0,1,5,0,201,0,elizabethwalker paypal alert com,meeting reminder,paypal-alert.com,2
463,kimberlygreene@company-secure.com,Claim Your Reward Now,1,0,8,7,120,1,kimberlygreene company secure com,claim your reward now,company-secure.com,4
464,gbailey@gmail.com,Your Password Will Expire,1,1,7,4,105,1,gbailey gmail com,your password will expire,gmail.com,4
465,allensheila@gmail.com,Weekly Newsletter,1,0,1,1,102,0,allensheila gmail com,weekly newsletter,gmail.com,2
466,ebony26@paypal-alert.com,Interview Schedule,1,1,2,2,131,0,ebony26 paypal alert com,interview schedule,paypal-alert.com,2
467,marissa04@outlook.com,Urgent Account Verification,1,0,8,5,75,1,marissa04 outlook com,urgent account verification,outlook.com,3
468,tcurtis@outlook.com,Invoice Attached,1,0,1,2,119,0,tcurtis outlook com,invoice attached,outlook.com,2
469,qcollins@gmail.com,Bank Account Locked,0,1,9,9,22,1,qcollins gmail com,bank account locked,gmail.com,3
470,carlos23@paypal-alert.com,Claim Your Reward Now,0,0,7,3,29,1,carlos23 paypal alert com,claim your reward now,paypal-alert.com,4
471,rfranco@company-secure.com,Urgent Account Verification,0,0,10,7,71,1,rfranco company secure com,urgent account verification,company-secure.com,3
472,vowens@bankverify.net,Interview Schedule,1,0,5,2,124,0,vowens bankverify net,interview schedule,bankverify.net,2
473,sheltonmelissa@paypal-alert.com,Suspicious Login Attempt,1,1,10,8,58,1,sheltonmelissa paypal alert com,suspicious login attempt,paypal-alert.com,3
474,cmccullough@paypal-alert.com,Weekly Newsletter,0,0,4,2,279,0,cmccullough paypal alert com,weekly newsletter,paypal-alert.com,2
475,brittanyjohnson@bankverify.net,Weekly Newsletter,1,0,4,2,152,0,brittanyjohnson bankverify net,weekly newsletter,bankverify.net,2
476,jennyboyle@gmail.com,Urgent Account Verification,0,1,7,8,116,1,jennyboyle gmail com,urgent account verification,gmail.com,3
477,jasmine16@outlook.com,Invoice Attached,1,0,3,2,291,0,jasmine16 outlook com,invoice attached,outlook.com,2
478,trowland@gmail.com,Suspicious Login Attempt,0,0,8,3,88,1,trowland gmail com,suspicious login attempt,gmail.com,3
479,nicholasjones@outlook.com,Your Password Will Expire,0,1,9,3,26,1,nicholasjones outlook com,your password will expire,outlook.com,4
480,vedwards@paypal-alert.com,Suspicious Login Attempt,1,1,10,4,64,1,vedwards paypal alert com,suspicious login attempt,paypal-alert.com,3
481,christina11@company-secure.com,Your Password Will Expire,0,0,7,7,92,1,christina11 company secure com,your password will expire,company-secure.com,4
482,chadallen@bankverify.net,Claim Your Reward Now,1,0,7,6,112,1,chadallen bankverify net,claim your reward now,bankverify.net,4
483,browningmatthew@gmail.com,Weekly Newsletter,0,1,4,0,186,0,browningmatthew gmail com,weekly newsletter,gmail.com,2
484,martin33@bankverify.net,Invoice Attached,1,0,5,2,248,0,martin33 bankverify net,invoice attached,bankverify.net,2
485,medinajames@outlook.com,Bank Account Locked,1,1,9,6,42,1,medinajames outlook com,bank account locked,outlook.com,3
486,carriesmith@company-secure.com,Interview Schedule,1,1,1,2,292,0,carriesmith company secure com,interview schedule,company-secure.com,2
487,bfox@bankverify.net,Your Password Will Expire,1,1,9,7,101,1,bfox bankverify net,your password will expire,bankverify.net,4
488,jodyhernandez@outlook.com,Interview Schedule,1,0,2,2,105,0,jodyhernandez outlook com,interview schedule,outlook.com,2
489,audrey08@bankverify.net,Meeting Reminder,0,1,5,0,244,0,audrey08 bankverify net,meeting reminder,bankverify.net,2
490,ronald99@gmail.com,Urgent Account Verification,1,0,9,6,92,1,ronald99 gmail com,urgent account verification,gmail.com,3
491,garcialisa@bankverify.net,Interview Schedule,0,0,4,2,270,0,garcialisa bankverify net,interview schedule,bankverify.net,2
492,dylan82@paypal-alert.com,Your Password Will Expire,1,0,7,7,55,1,dylan82 paypal alert com,your password will expire,paypal-alert.com,4
493,pacheconancy@gmail.com,Project Update,0,0,2,0,165,0,pacheconancy gmail com,project update,gmail.com,2
494,juancoleman@bankverify.net,Interview Schedule,1,0,5,0,257,0,juancoleman bankverify net,interview schedule,bankverify.net,2
495,david49@bankverify.net,Invoice Attached,0,1,3,0,277,0,david49 bankverify net,invoice attached,bankverify.net,2
496,christopher14@outlook.com,Project Update,0,1,5,1,269,0,christopher14 outlook com,project update,outlook.com,2
497,alexandermonica@outlook.com,Claim Your Reward Now,1,0,7,5,85,1,alexandermonica outlook com,claim your reward now,outlook.com,4
498,pamelawilliams@paypal-alert.com,Claim Your Reward Now,1,0,7,5,81,1,pamelawilliams paypal alert com,claim your reward now,paypal-alert.com,4
499,ihernandez@bankverify.net,Project Update,0,1,2,1,96,0,ihernandez bankverify net,project update,bankverify.net,2
500,randy74@paypal-alert.com,Your Password Will Expire,0,1,7,7,46,1,randy74 paypal alert com,your password will expire,paypal-alert.com,4
501,diana54@bankverify.net,Suspicious Login Attempt,0,0,8,7,50,1,diana54 bankverify net,suspicious login attempt,bankverify.net,3
502,vanessa52@company-secure.com,Invoice Attached,0,1,4,1,216,0,vanessa52 company secure com,invoice attached,company-secure.com,2
503,newtonrick@company-secure.com,Suspicious Login Attempt,1,0,8,6,110,1,newtonrick company secure com,suspicious login attempt,company-secure.com,3
504,wheelerchristina@bankverify.net,Claim Your Reward Now,1,0,9,7,34,1,wheelerchristina bankverify net,claim your reward now,bankverify.net,4
505,glovergeorge@company-secure.com,Project Update,1,0,1,2,293,0,glovergeorge company secure com,project update,company-secure.com,2
506,dgarcia@bankverify.net,Suspicious Login Attempt,1,1,9,5,40,1,dgarcia bankverify net,suspicious login attempt,bankverify.net,3
507,jamesbarnett@gmail.com,Invoice Attached,1,0,5,0,190,0,jamesbarnett gmail com,invoice attached,gmail.com,2
508,ikerr@company-secure.com,Meeting Reminder,1,0,2,2,100,0,ikerr company secure com,meeting reminder,company-secure.com,2
509,pattersonmelissa@outlook.com,Project Update,0,1,4,0,83,0,pattersonmelissa outlook com,project update,outlook.com,2
510,noahmoore@company-secure.com,Bank Account Locked,1,1,8,4,81,1,noahmoore company secure com,bank account locked,company-secure.com,3
511,isimmons@paypal-alert.com,Bank Account Locked,1,1,9,5,30,1,isimmons paypal alert com,bank account locked,paypal-alert.com,3
512,tylerjones@paypal-alert.com,Your Password Will Expire,1,0,9,8,98,1,tylerjones paypal alert com,your password will expire,paypal-alert.com,4
513,joshuamurray@outlook.com,Meeting Reminder,1,0,1,2,173,0,joshuamurray outlook com,meeting reminder,outlook.com,2
514,vazquezmichelle@outlook.com,Your Password Will Expire,1,0,8,9,91,1,vazquezmichelle outlook com,your password will expire,outlook.com,4
515,jonesluis@company-secure.com,Suspicious Login Attempt,1,1,7,9,56,1,jonesluis company secure com,suspicious login attempt,company-secure.com,3
516,carlwalker@bankverify.net,Invoice Attached,1,0,5,2,299,0,carlwalker bankverify net,invoice attached,bankverify.net,2
517,nscott@bankverify.net,Your Password Will Expire,1,1,7,10,64,1,nscott bankverify net,your password will expire,bankverify.net,4
518,asullivan@paypal-alert.com,Bank Account Locked,1,0,9,7,70,1,asullivan paypal alert com,bank account locked,paypal-alert.com,3
519,jlewis@outlook.com,Project Update,1,0,5,0,219,0,jlewis outlook com,project update,outlook.com,2
520,kimberly71@paypal-alert.com,Meeting Reminder,1,1,4,2,231,0,kimberly71 paypal alert com,meeting reminder,paypal-alert.com,2
521,parkerkiara@company-secure.com,Suspicious Login Attempt,1,1,7,7,115,1,parkerkiara company secure com,suspicious login attempt,company-secure.com,3
522,brittany02@outlook.com,Suspicious Login Attempt,0,1,7,3,22,1,brittany02 outlook com,suspicious login attempt,outlook.com,3
523,ysmith@gmail.com,Your Password Will Expire,1,0,7,8,107,1,ysmith gmail com,your password will expire,gmail.com,4
524,michaelhenry@gmail.com,Urgent Account Verification,1,0,8,6,78,1,michaelhenry gmail com,urgent account verification,gmail.com,3
525,palmerkevin@paypal-alert.com,Invoice Attached,0,0,5,2,135,0,palmerkevin paypal alert com,invoice attached,paypal-alert.com,2
526,tonyherrera@company-secure.com,Suspicious Login Attempt,1,0,10,8,39,1,tonyherrera company secure com,suspicious login attempt,company-secure.com,3
527,karengilbert@company-secure.com,Urgent Account Verification,1,0,7,4,103,1,karengilbert company secure com,urgent account verification,company-secure.com,3
528,whitakersharon@company-secure.com,Weekly Newsletter,0,0,3,2,283,0,whitakersharon company secure com,weekly newsletter,company-secure.com,2
529,amy37@outlook.com,Weekly Newsletter,0,1,3,1,232,0,amy37 outlook com,weekly newsletter,outlook.com,2
530,nicholas94@outlook.com,Meeting Reminder,0,1,4,1,184,0,nicholas94 outlook com,meeting reminder,outlook.com,2
531,william36@outlook.com,Urgent Account Verification,1,0,7,7,96,1,william36 outlook com,urgent account verification,outlook.com,3
532,gtorres@paypal-alert.com,Invoice Attached,1,0,1,0,288,0,gtorres paypal alert com,invoice attached,paypal-alert.com,2
533,rstevenson@outlook.com,Meeting Reminder,1,0,3,0,197,0,rstevenson outlook com,meeting reminder,outlook.com,2
534,alicia24@gmail.com,Suspicious Login Attempt,0,0,9,8,34,1,alicia24 gmail com,suspicious login attempt,gmail.com,3
535,sophia59@outlook.com,Claim Your Reward Now,1,0,10,7,103,1,sophia59 outlook com,claim your reward now,outlook.com,4
536,caitlynbanks@paypal-alert.com,Interview Schedule,1,0,3,0,175,0,caitlynbanks paypal alert com,interview schedule,paypal-alert.com,2
537,antonio64@paypal-alert.com,Meeting Reminder,0,1,1,2,105,0,antonio64 paypal alert com,meeting reminder,paypal-alert.com,2
538,megan01@gmail.com,Your Password Will Expire,1,0,7,7,99,1,megan01 gmail com,your password will expire,gmail.com,4
539,richard33@paypal-alert.com,Meeting Reminder,0,1,5,0,106,0,richard33 paypal alert com,meeting reminder,paypal-alert.com,2
540,timothybrown@gmail.com,Weekly Newsletter,1,0,1,2,188,0,timothybrown gmail com,weekly newsletter,gmail.com,2
541,ldoyle@outlook.com,Weekly Newsletter,0,0,1,0,272,0,ldoyle outlook com,weekly newsletter,outlook.com,2
542,tracy40@outlook.com,Invoice Attached,0,1,2,0,252,0,tracy40 outlook com,invoice attached,outlook.com,2
543,cooleyjamie@paypal-alert.com,Weekly Newsletter,0,0,5,2,290,0,cooleyjamie paypal alert com,weekly newsletter,paypal-alert.com,2
544,robincole@bankverify.net,Suspicious Login Attempt,1,0,10,10,25,1,robincole bankverify net,suspicious login attempt,bankverify.net,3
545,gedwards@outlook.com,Claim Your Reward Now,0,1,9,5,102,1,gedwards outlook com,claim your reward now,outlook.com,4
546,sotojennifer@bankverify.net,Your Password Will Expire,0,1,7,7,120,1,sotojennifer bankverify net,your password will expire,bankverify.net,4
547,williamsalicia@bankverify.net,Claim Your Reward Now,1,1,10,3,82,1,williamsalicia bankverify net,claim your reward now,bankverify.net,4
548,sabrina53@paypal-alert.com,Bank Account Locked,1,1,8,5,55,1,sabrina53 paypal alert com,bank account locked,paypal-alert.com,3
549,qsalazar@gmail.com,Interview Schedule,1,1,1,2,270,0,qsalazar gmail com,interview schedule,gmail.com,2
550,richardsonalyssa@outlook.com,Project Update,0,0,5,1,104,0,richardsonalyssa outlook com,project update,outlook.com,2
551,jasonortiz@outlook.com,Claim Your Reward Now,1,0,8,5,92,1,jasonortiz outlook com,claim your reward now,outlook.com,4
552,michael46@bankverify.net,Weekly Newsletter,0,0,4,0,193,0,michael46 bankverify net,weekly newsletter,bankverify.net,2
553,vanessa31@paypal-alert.com,Interview Schedule,1,0,5,1,284,0,vanessa31 paypal alert com,interview schedule,paypal-alert.com,2
554,zglenn@paypal-alert.com,Interview Schedule,0,1,5,2,142,0,zglenn paypal alert com,interview schedule,paypal-alert.com,2
555,edward66@company-secure.com,Weekly Newsletter,0,1,3,1,125,0,edward66 company secure com,weekly newsletter,company-secure.com,2
556,brittanycampbell@gmail.com,Project Update,0,0,4,0,254,0,brittanycampbell gmail com,project update,gmail.com,2
557,comptonkyle@outlook.com,Invoice Attached,1,1,1,2,177,0,comptonkyle outlook com,invoice attached,outlook.com,2
558,amyjones@paypal-alert.com,Invoice Attached,0,0,4,2,191,0,amyjones paypal alert com,invoice attached,paypal-alert.com,2
559,bcasey@outlook.com,Project Update,1,1,4,2,139,0,bcasey outlook com,project update,outlook.com,2
560,jmitchell@outlook.com,Urgent Account Verification,1,0,8,7,54,1,jmitchell outlook com,urgent account verification,outlook.com,3
561,steven29@company-secure.com,Suspicious Login Attempt,1,0,7,8,74,1,steven29 company secure com,suspicious login attempt,company-secure.com,3
562,hlopez@paypal-alert.com,Bank Account Locked,1,0,8,5,71,1,hlopez paypal alert com,bank account locked,paypal-alert.com,3
563,pamela91@company-secure.com,Invoice Attached,0,1,4,1,254,0,pamela91 company secure com,invoice attached,company-secure.com,2
564,morganchristopher@company-secure.com,Weekly Newsletter,0,1,1,2,147,0,morganchristopher company secure com,weekly newsletter,company-secure.com,2
565,kathleengaines@gmail.com,Claim Your Reward Now,1,1,7,9,62,1,kathleengaines gmail com,claim your reward now,gmail.com,4
566,destinyobrien@gmail.com,Claim Your Reward Now,1,1,10,10,77,1,destinyobrien gmail com,claim your reward now,gmail.com,4
567,llamb@paypal-alert.com,Your Password Will Expire,1,0,10,8,41,1,llamb paypal alert com,your password will expire,paypal-alert.com,4
568,anthonylee@paypal-alert.com,Weekly Newsletter,0,1,4,1,205,0,anthonylee paypal alert com,weekly newsletter,paypal-alert.com,2
569,hamiltonjeffery@paypal-alert.com,Suspicious Login Attempt,1,0,7,8,40,1,hamiltonjeffery paypal alert com,suspicious login attempt,paypal-alert.com,3
570,hudsonricky@gmail.com,Project Update,1,1,2,0,134,0,hudsonricky gmail com,project update,gmail.com,2
571,carrillowilliam@outlook.com,Weekly Newsletter,1,0,1,0,95,0,carrillowilliam outlook com,weekly newsletter,outlook.com,2
572,sgarcia@paypal-alert.com,Your Password Will Expire,1,0,8,4,74,1,sgarcia paypal alert com,your password will expire,paypal-alert.com,4
573,bbutler@company-secure.com,Claim Your Reward Now,0,1,8,8,41,1,bbutler company secure com,claim your reward now,company-secure.com,4
574,richardsonanthony@outlook.com,Suspicious Login Attempt,1,1,8,5,73,1,richardsonanthony outlook com,suspicious login attempt,outlook.com,3
575,hklein@outlook.com,Suspicious Login Attempt,1,1,8,3,61,1,hklein outlook com,suspicious login attempt,outlook.com,3
576,millermarissa@gmail.com,Project Update,1,0,3,0,250,0,millermarissa gmail com,project update,gmail.com,2
577,diana06@gmail.com,Invoice Attached,1,0,1,1,253,0,diana06 gmail com,invoice attached,gmail.com,2
578,benjaminpope@gmail.com,Meeting Reminder,0,1,3,1,234,0,benjaminpope gmail com,meeting reminder,gmail.com,2
579,marklindsey@company-secure.com,Claim Your Reward Now,0,1,8,5,69,1,marklindsey company secure com,claim your reward now,company-secure.com,4
580,bryanwatts@outlook.com,Claim Your Reward Now,1,0,10,3,96,1,bryanwatts outlook com,claim your reward now,outlook.com,4
581,fedwards@gmail.com,Invoice Attached,1,0,4,2,192,0,fedwards gmail com,invoice attached,gmail.com,2
582,josephmatthew@outlook.com,Invoice Attached,0,0,5,0,233,0,josephmatthew outlook com,invoice attached,outlook.com,2
583,kaylacook@gmail.com,Interview Schedule,0,0,3,0,112,0,kaylacook gmail com,interview schedule,gmail.com,2
584,mary67@outlook.com,Invoice Attached,1,1,4,1,275,0,mary67 outlook com,invoice attached,outlook.com,2
585,wilkinschristopher@outlook.com,Weekly Newsletter,1,1,4,1,102,0,wilkinschristopher outlook com,weekly newsletter,outlook.com,2
586,pnguyen@bankverify.net,Project Update,1,0,2,2,245,0,pnguyen bankverify net,project update,bankverify.net,2
587,blakejohns@gmail.com,Your Password Will Expire,0,1,8,6,120,1,blakejohns gmail com,your password will expire,gmail.com,4
588,william25@gmail.com,Suspicious Login Attempt,1,1,10,3,76,1,william25 gmail com,suspicious login attempt,gmail.com,3
589,castropatricia@paypal-alert.com,Meeting Reminder,1,0,2,2,300,0,castropatricia paypal alert com,meeting reminder,paypal-alert.com,2
